foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
新竹縣政府警察局,竹北分局,HNB00286,鹿場里,新竹縣竹北市鹿場里莊敬南路52號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00287,鹿場里,新竹縣竹北市鹿場里成功六街83號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00288,中興里,新竹縣竹北市中興里復興一路129號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00289,鹿場里,新竹縣竹北市鹿場里福興東一段160號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00290,十興里,新竹縣竹北市十興里莊敬六街33號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00291,鹿場里,新竹縣竹北市鹿場里7鄰文興路163號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00292,鹿場里,新竹縣竹北市鹿場里5鄰興學街10號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00293,中興里,新竹縣竹北市中興里2鄰復興6路1號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00294,鹿場里,新竹縣竹北市鹿場里8鄰文興路321號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00295,鹿場里,新竹縣竹北市鹿場里12鄰成功15街52號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00296,十興里,新竹縣竹北市十興里20鄰嘉興一街31號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00297,鹿場里,新竹縣竹北市鹿場里7鄰自強三路51號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00298,鹿場里,新竹縣竹北市鹿場里8鄰成功十街105號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
