foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
署屬機關,一般建築,3,白雲村,宜蘭縣礁溪鄉渭水路1號,24.8312454798367,121.791407892127,1,228.0,國道公路警察局第九公路警察大隊,
署屬機關,政府機關,B-5,蘇東里,宜蘭縣蘇澳鎮蘇東里8鄰港區7號,24.59623051,121.8577432,地下1層,28.0,基隆港務警察總隊蘇澳中隊,
署屬機關,政府機關,B-6,蘇東里,宜蘭縣蘇澳鎮蘇東里8鄰港區1號,24.59690235,121.8571975,地下1層,250.0,基隆港務警察總隊蘇澳中隊,
署屬機關,一般建築,23,和睦里,宜蘭縣宜蘭市和睦里001鄰光復路1號,24.75553,121.75883,1,200.0,鐵路警察局花蓮分局,宜蘭車站
署屬機關,一般建築,24,德陽村,宜蘭縣礁溪鄉德陽村004鄰溫泉路1號,24.82725,121.77573,1,100.0,鐵路警察局花蓮分局,礁溪車站
署屬機關,一般建築,25,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.85912,121.82266,1,100.0,鐵路警察局花蓮分局,頭城車站
(未命名的圖層),靖靈宮,TNA0005,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.6734423,121.7135941,1.0,553.0,鐵路警察局花蓮分局,頭城車站
(未命名的圖層),中華電信,TNA0006,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.6675639,121.709634,1.0,187.0,鐵路警察局花蓮分局,頭城車站
(未命名的圖層),企懋股份有限公司,TNA0001,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.6678954,121.6600729,1.0,72.0,鐵路警察局花蓮分局,頭城車站
(未命名的圖層),三星基督長老教會,TNA0002,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.6659111,121.649426,1.0,86.0,鐵路警察局花蓮分局,頭城車站
(未命名的圖層),三星地區農會本部,TNA0003,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.6684671,121.6523883,1.0,344.0,鐵路警察局花蓮分局,頭城車站
(未命名的圖層),三升農機科技股份有限公司,TNA0004,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.6699475,121.6614754,1.0,207.0,鐵路警察局花蓮分局,頭城車站
(未命名的圖層),礁溪國小,TOA0001,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.8214103,121.7695196,1.0,341.0,鐵路警察局花蓮分局,頭城車站
(未命名的圖層),和平大樓,TOA0002,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.8227586,121.7683031,1.0,226.0,鐵路警察局花蓮分局,頭城車站
(未命名的圖層),瑞德童話藝宿,TOA0004,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.828179,121.773906,1.0,158.0,鐵路警察局花蓮分局,頭城車站
(未命名的圖層),台灣菸酒公賣局配銷所,TOA0005,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.8283202,121.7723486,1.0,177.0,鐵路警察局花蓮分局,頭城車站
(未命名的圖層),帥王飯店,TOA0006,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.8295513,121.7764615,1.0,229.0,鐵路警察局花蓮分局,頭城車站
(未命名的圖層),礁溪別府,TOA0007,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.82509,121.76439,1.0,821.0,鐵路警察局花蓮分局,頭城車站
