foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
海山、板橋,海山分局,DE04000144,文德里,新北市板橋區新海路28號,25.026655,121.457541,1,150.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE04000145,港尾里,新北市板橋區中正路296號,25.020559,121.455127,1,1433.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE04000146,忠誠里,新北市板橋區文化路一段311號,25.020329,121.465964,1,321.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE04000147,新翠里,新北市板橋區新海路150號,25.023768,121.460656,1,111.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE04000148,忠誠里,新北市板橋區文化路一段313號,25.021012,121.465198,1,350.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE04000149,文德里,新北市板橋區漢生西路165巷17號,25.022474,121.460262,1,794.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE04000150,中正里,新北市板橋區中正路375巷42號,25.020896,121.453521,1,342.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE04000151,文德里,新北市板橋區漢生西路157號,25.023105,121.463093,2,78.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE04000153,忠誠里,新北市板橋區文化路一段313號,25.021012,121.465198,1,639.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE04000154,忠誠里,新北市板橋區文化路一段309號,25.019616,121.465418,2,804.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE04000155,中正里,新北市板橋區中正路4054號,25.022286,121.454141,1,1265.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE04000156,宏翠里,新北市板橋區民生路三段379號,25.027273,121.465352,3,443.0,鐵路警察局臺北分局,
