foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
花蓮分局,花蓮分局,SMA03001,民權里,花蓮縣花蓮市公園路53號,,,1,80人,,
花蓮分局,花蓮分局,SMA03002,民權里,花蓮縣花蓮市菁華街2號,,,1,266人,,
花蓮分局,花蓮分局,SMA03003,民權里,花蓮縣花蓮市菁華街2號,,,1,586人,,
花蓮分局,花蓮分局,SMA03004,民權里,花蓮縣花蓮市公園路53-2號,,,1,934人,,
花蓮分局,花蓮分局,SMA03005,民權里,花蓮縣花蓮市北濱街113號,,,1,173人,,
花蓮分局,花蓮分局,SMA03006,民族里,花蓮縣花蓮市中山路124號,,,1,401人,,
花蓮分局,花蓮分局,SMA03007,民族里,花蓮縣花蓮市中山路80號,,,1,266人,,
花蓮分局,花蓮分局,SMA03008,民生里,花蓮縣花蓮市公園路5號,,,1、2,1796人,,
花蓮分局,花蓮分局,SMA03009,民生里,花蓮縣花蓮市公園路27號,,,1,285人,,
花蓮分局,花蓮分局,SMA03010,民生里,花蓮縣花蓮市中正路600號,,,1,992人,,
花蓮分局,花蓮分局,SMA03011,民生里,花蓮縣花蓮市中正路590號,,,1,480人,,
花蓮分局,花蓮分局,SMA03012,民生里,花蓮縣花蓮市花崗街56號,,,1,30人,,
花蓮分局,花蓮分局,SMA03013,國治里,花蓮縣花蓮市民國路82號,,,1,213人,,
花蓮分局,花蓮分局,SAM03014,民有里,花蓮縣花蓮市海濱街89號,,,1,132人,,
花蓮分局,花蓮分局,SMA04001,主商里,花蓮縣花蓮市光復街36號,,,1,378人,,
花蓮分局,花蓮分局,SMA04002,主計里,花蓮縣花蓮市仁愛街19號,,,1,126人,,
花蓮分局,花蓮分局,SMA04003,主計里,花蓮縣花蓮市信義街1號,,,1,116人,,
花蓮分局,花蓮分局,SMA04004,主信里,花蓮縣花蓮市中華路448號,,,1,112人,,
花蓮分局,花蓮分局,SMA04005,主信里,花蓮縣花蓮市南京街205號,,,1、2、3,1437人,,
花蓮分局,花蓮分局,SMA04006,主睦里,花蓮縣花蓮市和平路336號,,,1,668人,,
花蓮分局,花蓮分局,SMA04007,主工里,花蓮縣花蓮市仁愛街75號,,,1,304人,,
花蓮分局,花蓮分局,SMA04008,主義里,花蓮縣花蓮市仁愛街32號,,,1,772人,,
花蓮分局,花蓮分局,SMA04009,主計里,花蓮縣花蓮市福建街406號,,,1,242人,,
花蓮分局,花蓮分局,SMA05001,主力里,花蓮縣花蓮市中華路298號,,,1,233人,,
花蓮分局,花蓮分局,SMA05002,主力里,花蓮縣花蓮市中華路302號,,,1,1552人,,
花蓮分局,花蓮分局,SMA05003,主力里,花蓮縣花蓮市中華路231號,,,1,868人,,
花蓮分局,花蓮分局,SMA05004,主學里,花蓮縣花蓮市中正路210號,,,1,133人,,
花蓮分局,花蓮分局,SMA05005,主學里,花蓮縣花蓮市中正路210號,,,1,240人,,
花蓮分局,花蓮分局,SMA05006,主學里,花蓮縣花蓮市中正路210號,,,1,409人,,
花蓮分局,花蓮分局,SMA05007,主學里,花蓮縣花蓮市中正路210號,,,1,1808人,,
花蓮分局,花蓮分局,SMA05008,主學里,花蓮縣花蓮市中正路260號,,,1、2,2000人,,
花蓮分局,花蓮分局,SMA05009,主權里,花蓮縣花蓮市德安六街63號,,,1、2,2426人,,
花蓮分局,花蓮分局,SMA05010,主農里,花蓮縣花蓮市長安街26號,,,1、2,333人,,
花蓮分局,花蓮分局,SMA05011,主學里,花蓮縣花蓮市上海街81號,,,1,199人,,
花蓮分局,花蓮分局,SMA06001,國威里,花蓮縣花蓮市民國路161號,,,1,1096人,,
花蓮分局,花蓮分局,SMA06002,國威里,花蓮縣花蓮市新港街73-1號,,,1、2,921人,,
花蓮分局,花蓮分局,SMA06003,國安里,花蓮縣花蓮市中山路418號,,,1,28人,,
花蓮分局,花蓮分局,SMA06004,國安里,花蓮縣花蓮市中山路418號,,,1,314人,,
花蓮分局,花蓮分局,SMA06005,國安里,花蓮縣花蓮市中山路418號,,,1,172人,,
花蓮分局,花蓮分局,SMA06006,國安里,花蓮縣花蓮市中山路418號,,,1,32人,,
花蓮分局,花蓮分局,SMA06007,國安里,花蓮縣花蓮市中山路408號,,,1,2036人,,
花蓮分局,花蓮分局,SMA06008,國安里,花蓮縣花蓮市中山路356號,,,1,1138人,,
花蓮分局,花蓮分局,SMA06009,國安里,花蓮縣花蓮市中山路326號,,,1,146人,,
花蓮分局,花蓮分局,SMA06010,國防里,花蓮縣花蓮市明心街21-23號,,,1,1136人,,
花蓮分局,花蓮分局,SMA06011,國魂里,花蓮縣花蓮市中山路473號,,,1,626人,,
花蓮分局,花蓮分局,SMA06012,國魂里,花蓮縣花蓮市建國路161號,,,1,429人,,
花蓮分局,花蓮分局,SMA06013,國魂里,花蓮縣花蓮市建國路161號,,,1,57人,,
花蓮分局,花蓮分局,SMA06014,國魂里,花蓮縣花蓮市建國路161號,,,1,104人,,
花蓮分局,花蓮分局,SMA06015,國魂里,花蓮縣花蓮市建國路161號,,,1,209人,,
花蓮分局,花蓮分局,SMA06016,國魂里,花蓮縣花蓮市建國路161號,,,1,112人,,
花蓮分局,花蓮分局,SMA06017,國風里,花蓮縣花蓮市林政街7號,,,1,564人,,
花蓮分局,花蓮分局,SMA06018,國風里,花蓮縣花蓮市林政街7號,,,1,349人,,
花蓮分局,花蓮分局,SMA06019,國風里,花蓮縣花蓮市林政街7號,,,1,64人,,
花蓮分局,花蓮分局,SMA06020,國風里,花蓮縣花蓮市林政街7號,,,1,2132人,,
花蓮分局,花蓮分局,SMA06021,國風里,花蓮縣花蓮市明義街107號,,,1,290人,,
花蓮分局,花蓮分局,SMA06022,國風里,花蓮縣花蓮市明義街107號,,,1,146人,,
花蓮分局,花蓮分局,SMA06023,國風里,花蓮縣花蓮市明義街107號,,,1,48人,,
花蓮分局,花蓮分局,SMA06024,國風里,花蓮縣花蓮市明義街107號,,,1,858人,,
花蓮分局,花蓮分局,SMA06025,國風里,花蓮市明義街107號,,,1,730人,,
花蓮分局,花蓮分局,SMA06026,國威里,花蓮縣花蓮市林森路236號,,,1,324人,,
花蓮分局,花蓮分局,SMA06027,國威里,花蓮縣花蓮市中山路371號,,,1,448人,,
花蓮分局,花蓮分局,SMA06028,國威里,花蓮縣花蓮市三民街53號,,,1,380人,,
