foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
臺中第三分局,公寓,,,臺中市南區南和里工學路82巷16號,"24.117271 ","120.663086 ",,124.0,,
臺中第三分局,公寓,,,臺中市南區福興里美村路二段247號,24.123359," 120.666087",,126.0,,
臺中第三分局,公寓,,,臺中市南區福興里福東街1號,24.125196," 120.666306",,134.0,,
臺中第三分局,公寓,,,臺中市南區福興里復興路三段2巷1弄12號,24.127649,120.6674229,,150.0,,
臺中第三分局,大樓,,,臺中市南區福興里福新街32號,24.126461," 120.666473",,266.0,,
臺中第三分局,公寓,,,臺中市南區福興里福中街47號,24.126753," 120.667326",,214.0,,
臺中第三分局,大樓,,,臺中市南區福平里建國北路二段16號,24.127051,120.6607513,,262.0,,
臺中第三分局,公寓,,,臺中市南區福平里光輝街52巷10號,24.129374," 120.660693",,165.0,,
臺中第三分局,大樓,,,臺中市南區福興里美村路二段281號,24.122757," 120.666968",,427.0,,
臺中第三分局,大樓,,,臺中市南區平和里美和街102號,24.121956," 120.666097",,1210.0,,
臺中第三分局,大樓,,,臺中市南區福興里美村路二段245號,24.123607," 120.666074",,280.0,,
臺中第三分局,大樓,,,臺中市南區平和里美村南路7號,24.122115," 120.666662",,784.0,,
臺中第三分局,大樓,,,臺中市南區平和里新和街36號,24.120682," 120.665988",,265.0,,
臺中第三分局,公寓,,,臺中市南區平和里美村南路1號,24.122237," 120.666669",,123.0,,
臺中第三分局,大樓,,,臺中市南區南和里南和路211號,24.117844," 120.668072",,292.0,,
臺中第三分局,公寓,,,臺中市南區福興里福新街35號,24.125985," 120.667220",,125.0,,
臺中第三分局,大樓,,,臺中市南區福平里懷寧街227號,24.129482,120.6609933,,459.0,,
臺中第三分局,公寓,,,臺中市南區永興里高工路266巷3號,24.113415,120.6648796,,102.0,,
臺中第三分局,大樓,,,臺中市南區永興里美村南路72號,24.116529," 120.667025",,233.0,,
臺中第三分局,大樓,,,臺中市南區永興里工學路67號,24.117000," 120.665028",,223.0,,
臺中第三分局,公寓,,,臺中市南區永興里高工路248號,24.113768,120.6645808,,197.0,,
臺中第三分局,大樓,,,臺中市南區永興里工學路107號,24.116786," 120.661460",,399.0,,
臺中第三分局,大樓,,,臺中市南區永興里高工路282號,24.113957,120.6651406,,750.0,,
臺中第三分局,大樓,,,臺中市南區永興里高工路239號,24.113831,120.6638470,,959.0,,
臺中第三分局,大樓,,,臺中市南區永興里高工路233號,24.113693,"120.663013 ",,559.0,,
臺中第三分局,大樓,,,臺中市南區永興里南和路173號,24.116226," 120.668182",,2508.0,,
臺中第三分局,大樓,,,臺中市南區永興里美村南路82號,24.116257," 120.666915",,2508.0,,
臺中第三分局,大樓,,,臺中市南區永興里工學路59巷1號,24.116678," 120.665804",,3516.0,,
臺中第三分局,公寓,,,臺中市南區福平里復興路二段145號,24.126198," 120.664440",,150.0,,
