foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
嘉義市西區,第一分局,MMA0001,重興里,嘉義市西區重興里遠東街39號之1,,,1.0,37.0,,
嘉義市西區,第一分局,MMA0002,重興里,嘉義市西區重興里北興街244號,,,1.0,38.0,,
嘉義市西區,第一分局,MMA0003,重興里,嘉義市西區重興里北興街294號,,,1.0,13.0,,
嘉義市西區,第一分局,MMA0004,重興里,嘉義市西區重興里北興街304號,,,1.0,41.0,,
嘉義市西區,第一分局,MMA0005,重興里,嘉義市西區重興里北興街296號,,,1.0,15.0,,
嘉義市西區,第一分局,MMA0006,重興里,嘉義市西區重興里北興街298號,,,1.0,14.0,,
嘉義市西區,第一分局,MMA0007,重興里,嘉義市西區重興里遠東街37號之10,,,1.0,50.0,,
嘉義市西區,第一分局,MMA0008,重興里,嘉義市西區重興里北興街180號,,,1.0,416.0,,
嘉義市西區,第一分局,MMA0009,重興里,嘉義市西區重興里友忠路827巷75號,,,1.0,40.0,,
嘉義市西區,第一分局,MMA0010,重興里,嘉義市西區重興里博愛路一段480號,,,1.0,196.0,,
嘉義市西區,第一分局,MMA0011,重興里,嘉義市西區重興里博愛路一段482巷6號,,,1.0,956.0,,
嘉義市西區,第一分局,MMA0012,重興里,嘉義市西區重興里博愛路一段440號,,,1.0,33.0,,
嘉義市西區,第一分局,MMA0015,重興里,嘉義市西區重興里博愛路一段496巷1號,,,1.0,412.0,,
嘉義市西區,第一分局,MMA0016,後驛里,嘉義市西區後驛里北興街139號至141號,,,1.0,23.0,,
嘉義市西區,第一分局,MMA0018,後驛里,嘉義市西區後驛里博愛路二段13號,,,1.0,48.0,,
嘉義市西區,第一分局,MMA0019,後驛里,嘉義市西區後驛里博愛路二段35號,,,1.0,31.0,,
嘉義市西區,第一分局,MMA0020,後驛里,嘉義市西區後驛里博愛路二段39號,,,1.0,31.0,,
嘉義市西區,第一分局,MMA0021,後驛里,嘉義市西區後驛里博愛路二段37號,,,1.0,44.0,,
嘉義市西區,第一分局,MMA0022,後驛里,嘉義市西區後驛里北興街177巷3號之2,,,1.0,18.0,,
嘉義市西區,第一分局,MMA0023,後驛里,嘉義市西區後驛里北興街177巷3號之1,,,1.0,20.0,,
嘉義市西區,第一分局,MMA0024,竹圍里,嘉義市西區竹圍里北興街227號之5,,,1.0,55.0,,
嘉義市西區,第一分局,MMA0025,竹圍里,嘉義市西區竹圍里北興街227號之6,,,1.0,54.0,,
嘉義市西區,第一分局,MMA0026,竹圍里,嘉義市西區竹圍里北興街227號之7,,,1.0,54.0,,
嘉義市西區,第一分局,MMA0027,竹圍里,嘉義市西區竹圍里北興街233號,,,1.0,20.0,,
嘉義市西區,第一分局,MMA0028,竹圍里,嘉義市西區竹圍里北興街235號,,,1.0,20.0,,
嘉義市西區,第一分局,MMA0029,竹圍里,嘉義市西區竹圍里北興街237號,,,1.0,41.0,,
嘉義市西區,第一分局,MMA0030,竹圍里,嘉義市西區竹圍里北興街239號,,,1.0,20.0,,
嘉義市西區,第一分局,MMA0031,竹圍里,嘉義市西區竹圍里北興街241號,,,1.0,20.0,,
嘉義市西區,第一分局,MMA0032,竹圍里,嘉義市西區竹圍里雙竹街48號,,,1.0,1023.0,,
嘉義市西區,第一分局,MMA0034,後驛里,嘉義市西區後驛里博愛路二段231號,,,1.0,14.0,,
嘉義市西區,第一分局,MMA0035,後驛里,嘉義市西區後驛里博愛路二段105號,,,1.0,18.0,,
嘉義市西區,第一分局,MMA0036,後驛里,嘉義市西區後驛里後驛街158號,,,1.0,92.0,,
嘉義市西區,第一分局,MMA0037,後驛里,嘉義市西區後驛里中興路16號,,,1.0,40.0,,
嘉義市西區,第一分局,MMA0039,後驛里,嘉義市西區後驛里中興路23號,,,1.0,238.0,,
嘉義市西區,第一分局,MMA0043,慶安里,嘉義市西區慶安里北興街116巷6號,,,1.0,27.0,,
嘉義市西區,第一分局,MMA0044,慶安里,嘉義市西區慶安里北興街116巷7號,,,1.0,25.0,,
嘉義市西區,第一分局,MMA0045,慶安里,嘉義市西區慶安里北興街116巷8號,,,1.0,25.0,,
嘉義市西區,第一分局,MMA0046,慶安里,嘉義市西區慶安里北興街116巷9號,,,1.0,25.0,,
嘉義市西區,第一分局,MMA0047,慶安里,嘉義市西區慶安里博愛路一段393號之1,,,1.0,22.0,,
嘉義市西區,第一分局,MMA0048,慶安里,嘉義市西區慶安里博愛路一段393號,,,1.0,25.0,,
嘉義市西區,第一分局,MMA0049,慶安里,嘉義市西區慶安里博愛路一段391號,,,1.0,21.0,,
嘉義市西區,第一分局,MMA0050,慶安里,嘉義市西區慶安里博愛路一段357號,,,1.0,71.0,,
嘉義市西區,第一分局,MMA0051,慶安里,嘉義市西區慶安里長安街113號之4,,,1.0,534.0,,
嘉義市西區,第一分局,MMA0052,北榮里,嘉義市西區北榮里國華街507號,,,1.0,20.0,,
嘉義市西區,第一分局,MMA0053,北榮里,嘉義市西區北榮里國華街487號,,,1.0,27.0,,
嘉義市西區,第一分局,MMA0054,北榮里,嘉義市西區北榮里向榮街205號,,,1.0,1781.0,,
嘉義市西區,第一分局,MMA0055,北榮里,嘉義市西區北榮里向榮街201號,,,1.0,27.0,,
嘉義市西區,第一分局,MMA0056,北榮里,嘉義市西區北榮里國華街332號,,,1.0,36.0,,
嘉義市西區,第一分局,MMA0057,北榮里,嘉義市西區北榮里文化路432巷13號,,,1.0,14.0,,
嘉義市西區,第一分局,MMA0058,北榮里,嘉義市西區北榮里文化路432巷11號,,,1.0,10.0,,
嘉義市西區,第一分局,MMA0059,北榮里,嘉義市西區北榮里文化路432巷9號,,,1.0,10.0,,
嘉義市西區,第一分局,MMA0060,北榮里,嘉義市西區北榮里文化路432巷7號,,,1.0,11.0,,
嘉義市西區,第一分局,MMA0061,北榮里,嘉義市西區北榮里文化路432巷5號,,,1.0,12.0,,
嘉義市西區,第一分局,MMA0062,北榮里,嘉義市西區北榮里文化路434號,,,1.0,40.0,,
嘉義市西區,第一分局,MMA0063,北榮里,嘉義市西區北榮里文化路440號,,,1.0,12.0,,
嘉義市西區,第一分局,MMA0064,北榮里,嘉義市西區北榮里文化路442號,,,1.0,12.0,,
嘉義市西區,第一分局,MMA0065,北榮里,嘉義市西區北榮里文化路444號,,,1.0,12.0,,
嘉義市西區,第一分局,MMA0066,北榮里,嘉義市西區北榮里文化路448號,,,1.0,15.0,,
嘉義市西區,第一分局,MMA0067,北榮里,嘉義市西區北榮里文化路450號,,,1.0,17.0,,
嘉義市西區,第一分局,MMA0068,北榮里,嘉義市西區北榮里文化路452號,,,1.0,17.0,,
嘉義市西區,第一分局,MMA0069,北榮里,嘉義市西區北榮里文化路458號,,,1.0,293.0,,
嘉義市西區,第一分局,MMA0070,北榮里,嘉義市西區北榮里向榮街121號,,,1.0,38.0,,
嘉義市西區,第一分局,MMA0071,北榮里,嘉義市西區北榮里向榮街119號,,,1.0,12.0,,
嘉義市西區,第一分局,MMA0072,北榮里,嘉義市西區北榮里向榮街117號,,,1.0,13.0,,
嘉義市西區,第一分局,MMA0073,北榮里,嘉義市西區北榮里向榮街115號,,,1.0,20.0,,
嘉義市西區,第一分局,MMA0074,北榮里,嘉義市西區北榮里向榮街113號,,,1.0,20.0,,
嘉義市西區,第一分局,MMA0075,北榮里,嘉義市西區北榮里向榮街111號,,,1.0,20.0,,
嘉義市西區,第一分局,MMA0076,北榮里,嘉義市西區北榮里向榮街109號,,,1.0,10.0,,
嘉義市西區,第一分局,MMA0077,北榮里,嘉義市西區北榮里向榮街107號,,,1.0,10.0,,
嘉義市西區,第一分局,MMA0078,北榮里,嘉義市西區北榮里向榮街105號,,,1.0,10.0,,
嘉義市西區,第一分局,MMA0079,北榮里,嘉義市西區北榮里向榮街103號,,,1.0,10.0,,
